EventId,RequestId,EventDateTime,ServiceId,AgencyId,ChannelId,EventType,Status,ProcessingDurationSeconds,SLAElapsedPercent
EVT017531,REQ009003,2025-12-10 18:51,SVC003,AGY006,CH004,Submitted,New,0,0.00
EVT017532,REQ007249,2025-12-10 19:01,SVC004,AGY002,CH001,Assigned,In Progress,4514,1.74
EVT017533,REQ000228,2025-12-10 19:11,SVC009,AGY001,CH001,Assigned,In Progress,5882,2.27
EVT017534,REQ002216,2025-12-10 19:18,SVC004,AGY002,CH003,Submitted,New,0,0.00
EVT017535,REQ002043,2025-12-10 19:25,SVC004,AGY002,CH002,Assigned,In Progress,3937,2.28
EVT017536,REQ002216,2025-12-10 19:33,SVC004,AGY002,CH003,Assigned,In Progress,948,0.37
EVT017537,REQ002206,2025-12-10 19:47,SVC010,AGY006,CH001,Escalated,In Progress,84701,100.47
EVT017538,REQ007173,2025-12-10 19:49,SVC004,AGY002,CH005,Assigned,In Progress,4186,1.61
EVT017539,REQ009102,2025-12-10 19:53,SVC008,AGY008,CH002,Assigned,In Progress,5797,2.24
EVT017540,REQ009003,2025-12-10 19:57,SVC003,AGY006,CH004,Assigned,In Progress,3977,1.53
EVT017541,REQ009727,2025-12-10 19:58,SVC002,AGY001,CH001,Assigned,In Progress,4786,1.11
EVT017542,REQ000598,2025-12-10 20:08,SVC001,AGY003,CH004,Assigned,In Progress,5518,2.13
EVT017543,REQ009927,2025-12-10 20:22,SVC001,AGY003,CH001,Submitted,New,0,0.00
EVT017544,REQ005174,2025-12-10 20:23,SVC008,AGY008,CH004,Assigned,In Progress,5526,3.20
EVT017545,REQ001188,2025-12-10 20:38,SVC009,AGY001,CH002,Resolved,Resolved,157252,173.19
EVT017546,REQ004084,2025-12-10 20:55,SVC012,AGY004,CH005,Resolved,Resolved,180891,71.81
EVT017547,REQ009855,2025-12-10 21:04,SVC009,AGY001,CH003,Resolved,Resolved,185528,73.33
EVT017548,REQ000431,2025-12-10 21:05,SVC009,AGY001,CH002,Resolved,Closed,15908,113.47
EVT017549,REQ009812,2025-12-10 21:07,SVC009,AGY001,CH005,Submitted,New,0,0.00
EVT017550,REQ005731,2025-12-10 21:17,SVC005,AGY004,CH005,StatusChanged,New,85301,33.96
EVT017551,REQ009927,2025-12-10 22:08,SVC001,AGY003,CH001,Assigned,In Progress,6398,3.70
EVT017552,REQ003527,2025-12-10 22:36,SVC008,AGY008,CH003,Submitted,New,0,0.00
EVT017553,REQ005254,2025-12-10 22:39,SVC009,AGY001,CH004,Submitted,New,0,0.00
EVT017554,REQ009812,2025-12-10 22:52,SVC009,AGY001,CH005,Assigned,In Progress,6358,1.47
EVT017555,REQ008253,2025-12-10 23:09,SVC006,AGY005,CH002,Resolved,Resolved,182440,108.72
EVT017556,REQ003527,2025-12-10 23:47,SVC008,AGY008,CH003,Assigned,In Progress,4277,1.65
EVT017557,REQ005254,2025-12-10 23:53,SVC009,AGY001,CH004,Assigned,In Progress,4473,1.73
EVT017558,REQ001533,2025-12-11 00:05,SVC009,AGY001,CH003,Resolved,Resolved,39706,47.15
EVT017559,REQ000560,2025-12-11 00:30,SVC009,AGY001,CH002,Resolved,Closed,123115,29.32
EVT017560,REQ003190,2025-12-11 00:44,SVC012,AGY004,CH001,Resolved,Resolved,170273,219.00
EVT017561,REQ008443,2025-12-11 01:33,SVC003,AGY006,CH004,Resolved,Resolved,71340,82.85
EVT017562,REQ000689,2025-12-11 01:47,SVC001,AGY003,CH001,Resolved,Resolved,54051,22.50
EVT017563,REQ008774,2025-12-11 02:08,SVC003,AGY006,CH003,Resolved,Closed,117720,27.51
EVT017564,REQ003432,2025-12-11 02:34,SVC009,AGY001,CH002,Resolved,Resolved,212899,84.54
EVT017565,REQ004442,2025-12-11 03:02,SVC006,AGY005,CH002,Escalated,In Progress,213074,83.70
EVT017566,REQ004474,2025-12-11 03:25,SVC005,AGY004,CH001,Resolved,Resolved,145763,58.87
EVT017567,REQ008793,2025-12-11 04:51,SVC005,AGY004,CH005,StatusChanged,Pending Citizen,69824,28.65
EVT017568,REQ003097,2025-12-11 05:10,SVC011,AGY002,CH002,Resolved,Closed,43170,27.29
EVT017569,REQ008888,2025-12-11 05:11,SVC003,AGY006,CH003,Escalated,In Progress,199491,118.16
EVT017570,REQ007264,2025-12-11 05:19,SVC001,AGY003,CH001,Resolved,Resolved,74435,30.86
EVT017571,REQ005560,2025-12-11 05:25,SVC012,AGY004,CH005,Resolved,Resolved,130993,189.84
EVT017572,REQ005342,2025-12-11 06:48,SVC003,AGY006,CH003,Escalated,In Progress,148895,60.05
EVT017573,REQ006858,2025-12-11 07:29,SVC004,AGY002,CH001,Escalated,In Progress,681089,159.30
EVT017574,REQ003218,2025-12-11 07:32,SVC005,AGY004,CH003,Resolved,Closed,92461,147.01
EVT017575,REQ006526,2025-12-11 07:39,SVC001,AGY003,CH003,Resolved,Closed,58890,62.27
EVT017576,REQ008174,2025-12-11 07:48,SVC009,AGY001,CH001,Resolved,Closed,117968,48.03
EVT017577,REQ003021,2025-12-11 07:54,SVC010,AGY006,CH005,Escalated,In Progress,208883,82.42
EVT017578,REQ002199,2025-12-11 08:36,SVC003,AGY006,CH003,Submitted,New,0,0.00
EVT017579,REQ009894,2025-12-11 08:43,SVC006,AGY005,CH002,Submitted,New,0,0.00
EVT017580,REQ008393,2025-12-11 08:44,SVC010,AGY006,CH001,Resolved,Resolved,82811,33.94
EVT017581,REQ007664,2025-12-11 08:46,SVC008,AGY008,CH002,Submitted,New,0,0.00
EVT017582,REQ007072,2025-12-11 08:54,SVC004,AGY002,CH002,Submitted,New,0,0.00
EVT017583,REQ007664,2025-12-11 09:01,SVC008,AGY008,CH002,Assigned,In Progress,901,0.35
EVT017584,REQ006524,2025-12-11 09:08,SVC012,AGY004,CH002,Submitted,New,0,0.00
EVT017585,REQ002199,2025-12-11 09:17,SVC003,AGY006,CH003,Assigned,In Progress,2475,0.95
EVT017586,REQ006524,2025-12-11 09:26,SVC012,AGY004,CH002,Assigned,In Progress,1121,0.65
EVT017587,REQ007377,2025-12-11 09:28,SVC004,AGY002,CH005,Submitted,New,0,0.00
EVT017588,REQ008343,2025-12-11 09:30,SVC004,AGY002,CH002,Submitted,New,0,0.00
EVT017589,REQ002479,2025-12-11 09:40,SVC002,AGY001,CH002,Submitted,New,0,0.00
EVT017590,REQ001097,2025-12-11 09:45,SVC006,AGY005,CH001,Submitted,New,0,0.00
EVT017591,REQ007377,2025-12-11 09:48,SVC004,AGY002,CH005,Assigned,In Progress,1201,0.46
EVT017592,REQ008343,2025-12-11 09:51,SVC004,AGY002,CH002,Assigned,In Progress,1285,0.50
EVT017593,REQ002939,2025-12-11 09:53,SVC008,AGY008,CH002,Submitted,New,0,0.00
EVT017594,REQ006168,2025-12-11 10:03,SVC010,AGY006,CH002,Submitted,New,0,0.00
EVT017595,REQ001097,2025-12-11 10:05,SVC006,AGY005,CH001,Assigned,In Progress,1241,0.72
EVT017596,REQ007072,2025-12-11 10:21,SVC004,AGY002,CH002,Assigned,In Progress,5227,2.02
EVT017597,REQ009894,2025-12-11 10:34,SVC006,AGY005,CH002,Assigned,In Progress,6716,2.59
EVT017598,REQ002479,2025-12-11 11:09,SVC002,AGY001,CH002,Assigned,In Progress,5398,3.12
EVT017599,REQ005174,2025-12-11 11:12,SVC008,AGY008,CH004,Escalated,In Progress,53337,34.06
EVT017600,REQ002939,2025-12-11 11:22,SVC008,AGY008,CH002,Assigned,In Progress,5375,2.07
EVT017601,REQ003075,2025-12-11 11:36,SVC004,AGY002,CH001,Resolved,Resolved,230335,91.34
EVT017602,REQ008459,2025-12-11 11:38,SVC007,AGY007,CH001,Submitted,New,0,0.00
EVT017603,REQ006168,2025-12-11 11:45,SVC010,AGY006,CH002,Assigned,In Progress,6135,2.37
EVT017604,REQ009958,2025-12-11 12:00,SVC004,AGY002,CH002,StatusChanged,New,68274,28.09
EVT017605,REQ008650,2025-12-11 12:29,SVC011,AGY002,CH001,Submitted,New,0,0.00
EVT017606,REQ008459,2025-12-11 12:31,SVC007,AGY007,CH001,Assigned,In Progress,3225,1.24
EVT017607,REQ006783,2025-12-11 12:38,SVC002,AGY001,CH002,StatusChanged,New,75917,29.76
EVT017608,REQ005059,2025-12-11 12:43,SVC001,AGY003,CH004,Submitted,New,0,0.00
EVT017609,REQ006225,2025-12-11 12:52,SVC009,AGY001,CH004,Resolved,Resolved,69689,29.40
EVT017610,REQ008650,2025-12-11 12:52,SVC011,AGY002,CH001,Assigned,In Progress,1410,0.54
EVT017611,REQ007714,2025-12-11 13:31,SVC001,AGY003,CH002,StatusChanged,New,80591,33.63
EVT017612,REQ002437,2025-12-11 13:37,SVC003,AGY006,CH002,StatusChanged,In Progress,70058,29.20
EVT017613,REQ007664,2025-12-11 13:51,SVC008,AGY008,CH002,StatusChanged,In Progress,17424,7.07
EVT017614,REQ005059,2025-12-11 14:02,SVC001,AGY003,CH004,Assigned,In Progress,4782,1.84
EVT017615,REQ000663,2025-12-11 14:43,SVC001,AGY003,CH001,Submitted,New,0,0.00
EVT017616,REQ001681,2025-12-11 14:56,SVC010,AGY006,CH002,Submitted,New,0,0.00
EVT017617,REQ004043,2025-12-11 14:57,SVC009,AGY001,CH003,Submitted,New,0,0.00
EVT017618,REQ000984,2025-12-11 15:28,SVC004,AGY002,CH003,Submitted,New,0,0.00
EVT017619,REQ004043,2025-12-11 15:56,SVC009,AGY001,CH003,Assigned,In Progress,3548,1.37
EVT017620,REQ000816,2025-12-11 16:24,SVC005,AGY004,CH003,Resolved,Resolved,79168,47.19
EVT017621,REQ005342,2025-12-11 16:28,SVC003,AGY006,CH003,Resolved,Resolved,34791,73.47
EVT017622,REQ000663,2025-12-11 16:39,SVC001,AGY003,CH001,Assigned,In Progress,6993,2.70
EVT017623,REQ005912,2025-12-11 16:40,SVC003,AGY006,CH001,Submitted,New,0,0.00
EVT017624,REQ001681,2025-12-11 16:48,SVC010,AGY006,CH002,Assigned,In Progress,6739,2.60
EVT017625,REQ000984,2025-12-11 17:14,SVC004,AGY002,CH003,Assigned,In Progress,6371,1.47
EVT017626,REQ000178,2025-12-11 17:19,SVC009,AGY001,CH001,Submitted,New,0,0.00
EVT017627,REQ001629,2025-12-11 17:19,SVC011,AGY002,CH002,Submitted,New,0,0.00
EVT017628,REQ001567,2025-12-11 17:31,SVC005,AGY004,CH004,Submitted,New,0,0.00
EVT017629,REQ009941,2025-12-11 17:38,SVC001,AGY003,CH002,Submitted,New,0,0.00
EVT017630,REQ002566,2025-12-11 17:46,SVC004,AGY002,CH001,Submitted,New,0,0.00
EVT017631,REQ001629,2025-12-11 17:47,SVC011,AGY002,CH002,Assigned,In Progress,1696,0.98
EVT017632,REQ003394,2025-12-11 17:50,SVC004,AGY002,CH005,Submitted,New,0,0.00
EVT017633,REQ001285,2025-12-11 18:02,SVC009,AGY001,CH001,Resolved,Resolved,220267,201.50
EVT017634,REQ000350,2025-12-11 18:21,SVC008,AGY008,CH001,Submitted,New,0,0.00
EVT017635,REQ000178,2025-12-11 18:27,SVC009,AGY001,CH001,Assigned,In Progress,4128,0.96
EVT017636,REQ001567,2025-12-11 18:29,SVC005,AGY004,CH004,Assigned,In Progress,3503,2.03
EVT017637,REQ005912,2025-12-11 18:37,SVC003,AGY006,CH001,Assigned,In Progress,7074,2.73
EVT017638,REQ002566,2025-12-11 18:39,SVC004,AGY002,CH001,Assigned,In Progress,3229,1.25
EVT017639,REQ009941,2025-12-11 18:39,SVC001,AGY003,CH002,Assigned,In Progress,3717,1.43
EVT017640,REQ000350,2025-12-11 18:43,SVC008,AGY008,CH001,Assigned,In Progress,1340,0.52
EVT017641,REQ007110,2025-12-11 18:48,SVC011,AGY002,CH005,Submitted,New,0,0.00
EVT017642,REQ006524,2025-12-11 18:53,SVC012,AGY004,CH002,Resolved,Resolved,33979,20.31
EVT017643,REQ009004,2025-12-11 19:04,SVC008,AGY008,CH005,Submitted,New,0,0.00
EVT017644,REQ007191,2025-12-11 19:14,SVC009,AGY001,CH001,Submitted,New,0,0.00
EVT017645,REQ004051,2025-12-11 19:17,SVC007,AGY007,CH002,Submitted,New,0,0.00
EVT017646,REQ009109,2025-12-11 19:22,SVC006,AGY005,CH002,Submitted,New,0,0.00
EVT017647,REQ003394,2025-12-11 19:24,SVC004,AGY002,CH005,Assigned,In Progress,5680,2.19
EVT017648,REQ007191,2025-12-11 19:29,SVC009,AGY001,CH001,Assigned,In Progress,930,0.54
EVT017649,REQ005174,2025-12-11 19:32,SVC008,AGY008,CH004,Resolved,Resolved,29996,51.42
EVT017650,REQ004718,2025-12-11 19:34,SVC004,AGY002,CH001,Submitted,New,0,0.00
EVT017651,REQ009109,2025-12-11 19:39,SVC006,AGY005,CH002,Assigned,In Progress,1030,0.40
EVT017652,REQ006243,2025-12-11 19:50,SVC009,AGY001,CH002,Submitted,New,0,0.00
EVT017653,REQ009004,2025-12-11 19:56,SVC008,AGY008,CH005,Assigned,In Progress,3151,0.73
EVT017654,REQ005161,2025-12-11 19:57,SVC007,AGY007,CH001,Submitted,New,0,0.00
EVT017655,REQ006478,2025-12-11 19:58,SVC010,AGY006,CH001,Submitted,New,0,0.00
EVT017656,REQ005161,2025-12-11 20:15,SVC007,AGY007,CH001,Assigned,In Progress,1118,0.65
EVT017657,REQ000579,2025-12-11 20:20,SVC007,AGY007,CH003,Submitted,New,0,0.00
EVT017658,REQ002226,2025-12-11 20:31,SVC005,AGY004,CH004,Submitted,New,0,0.00
EVT017659,REQ006136,2025-12-11 20:35,SVC004,AGY002,CH003,Submitted,New,0,0.00
EVT017660,REQ007110,2025-12-11 20:39,SVC011,AGY002,CH005,Assigned,In Progress,6690,3.87
EVT017661,REQ004051,2025-12-11 20:40,SVC007,AGY007,CH002,Assigned,In Progress,4998,1.16
EVT017662,REQ004805,2025-12-11 20:54,SVC008,AGY008,CH003,Submitted,New,0,0.00
EVT017663,REQ006243,2025-12-11 21:03,SVC009,AGY001,CH002,Assigned,In Progress,4414,1.70
EVT017664,REQ006478,2025-12-11 21:11,SVC010,AGY006,CH001,Assigned,In Progress,4398,1.70
EVT017665,REQ000579,2025-12-11 21:16,SVC007,AGY007,CH003,Assigned,In Progress,3363,0.78
EVT017666,REQ004718,2025-12-11 21:29,SVC004,AGY002,CH001,Assigned,In Progress,6946,2.68
EVT017667,REQ002226,2025-12-11 21:37,SVC005,AGY004,CH004,Assigned,In Progress,4019,1.55
EVT017668,REQ006136,2025-12-11 21:45,SVC004,AGY002,CH003,Assigned,In Progress,4200,1.62
EVT017669,REQ002905,2025-12-11 21:55,SVC002,AGY001,CH002,Submitted,New,0,0.00
EVT017670,REQ007191,2025-12-11 22:11,SVC009,AGY001,CH001,StatusChanged,In Progress,9744,6.18
EVT017671,REQ002905,2025-12-11 22:33,SVC002,AGY001,CH002,Assigned,In Progress,2334,0.90
EVT017672,REQ004805,2025-12-11 22:48,SVC008,AGY008,CH003,Assigned,In Progress,6851,2.64
EVT017673,REQ003021,2025-12-11 23:09,SVC010,AGY006,CH005,Resolved,Closed,54857,103.59
EVT017674,REQ009484,2025-12-11 23:38,SVC012,AGY004,CH002,Resolved,Closed,107522,42.75
EVT017675,REQ002939,2025-12-12 00:03,SVC008,AGY008,CH002,StatusChanged,Pending Citizen,45626,19.68
EVT017676,REQ009927,2025-12-12 01:22,SVC001,AGY003,CH001,Resolved,Resolved,98002,60.42
EVT017677,REQ007630,2025-12-12 01:43,SVC012,AGY004,CH004,Resolved,Resolved,113307,67.12
EVT017678,REQ000228,2025-12-12 01:44,SVC009,AGY001,CH001,Escalated,In Progress,109986,44.70
EVT017679,REQ002226,2025-12-12 01:49,SVC005,AGY004,CH004,StatusChanged,In Progress,15100,7.38
EVT017680,REQ009991,2025-12-12 02:20,SVC004,AGY002,CH001,Resolved,Resolved,122770,214.35
EVT017681,REQ006168,2025-12-12 03:09,SVC010,AGY006,CH002,Resolved,Resolved,55425,23.75
EVT017682,REQ008969,2025-12-12 03:14,SVC005,AGY004,CH001,Resolved,Resolved,142343,56.34
EVT017683,REQ009102,2025-12-12 04:31,SVC008,AGY008,CH002,Resolved,Resolved,117443,47.55
EVT017684,REQ006136,2025-12-12 06:37,SVC004,AGY002,CH003,StatusChanged,New,31974,13.96
EVT017685,REQ000558,2025-12-12 06:41,SVC008,AGY008,CH003,Resolved,Closed,186084,220.00
EVT017686,REQ008650,2025-12-12 06:48,SVC011,AGY002,CH001,Resolved,Closed,64530,25.44
EVT017687,REQ006078,2025-12-12 07:06,SVC006,AGY005,CH002,Submitted,New,0,0.00
EVT017688,REQ006094,2025-12-12 07:27,SVC010,AGY006,CH001,Resolved,Closed,141962,33.11
EVT017689,REQ006078,2025-12-12 08:15,SVC006,AGY005,CH002,Assigned,In Progress,4165,1.61
EVT017690,REQ008343,2025-12-12 08:18,SVC004,AGY002,CH002,StatusChanged,New,80854,31.69
EVT017691,REQ002479,2025-12-12 08:20,SVC002,AGY001,CH002,Resolved,Closed,76202,47.22
EVT017692,REQ008037,2025-12-12 08:47,SVC008,AGY008,CH001,Submitted,New,0,0.00
EVT017693,REQ003382,2025-12-12 09:19,SVC009,AGY001,CH001,Submitted,New,0,0.00
EVT017694,REQ008037,2025-12-12 09:20,SVC008,AGY008,CH001,Assigned,In Progress,2016,0.78
EVT017695,REQ007950,2025-12-12 09:31,SVC009,AGY001,CH001,Submitted,New,0,0.00
EVT017696,REQ000131,2025-12-12 09:34,SVC009,AGY001,CH001,Submitted,New,0,0.00
EVT017697,REQ009114,2025-12-12 09:55,SVC011,AGY002,CH003,Resolved,Resolved,229074,89.86
EVT017698,REQ000131,2025-12-12 09:59,SVC009,AGY001,CH001,Assigned,In Progress,1514,0.58
EVT017699,REQ007110,2025-12-12 10:03,SVC011,AGY002,CH005,Resolved,Resolved,48210,31.77
EVT017700,REQ004868,2025-12-12 10:16,SVC004,AGY002,CH002,Submitted,New,0,0.00
EVT017701,REQ004043,2025-12-12 10:23,SVC009,AGY001,CH003,StatusChanged,In Progress,66413,26.99
EVT017702,REQ008459,2025-12-12 10:31,SVC007,AGY007,CH001,StatusChanged,In Progress,79172,31.79
EVT017703,REQ003345,2025-12-12 10:34,SVC006,AGY005,CH001,Submitted,New,0,0.00
EVT017704,REQ007950,2025-12-12 10:43,SVC009,AGY001,CH001,Assigned,In Progress,4366,5.05
EVT017705,REQ008273,2025-12-12 10:45,SVC004,AGY002,CH002,Submitted,New,0,0.00
EVT017706,REQ008452,2025-12-12 10:58,SVC002,AGY001,CH003,Submitted,New,0,0.00
EVT017707,REQ002199,2025-12-12 11:05,SVC003,AGY006,CH003,Resolved,Resolved,92865,36.78
EVT017708,REQ005627,2025-12-12 11:05,SVC008,AGY008,CH003,Submitted,New,0,0.00
EVT017709,REQ003382,2025-12-12 11:11,SVC009,AGY001,CH001,Assigned,In Progress,6751,3.91
EVT017710,REQ005627,2025-12-12 11:23,SVC008,AGY008,CH003,Assigned,In Progress,1099,0.42
EVT017711,REQ008744,2025-12-12 11:29,SVC005,AGY004,CH005,Escalated,In Progress,344921,134.27
EVT017712,REQ001305,2025-12-12 11:32,SVC004,AGY002,CH004,Escalated,In Progress,226246,133.30
EVT017713,REQ008273,2025-12-12 11:35,SVC004,AGY002,CH002,Assigned,In Progress,3012,0.70
EVT017714,REQ009705,2025-12-12 11:48,SVC005,AGY004,CH002,Submitted,New,0,0.00
EVT017715,REQ004868,2025-12-12 11:54,SVC004,AGY002,CH002,Assigned,In Progress,5898,3.41
EVT017716,REQ004782,2025-12-12 12:01,SVC010,AGY006,CH001,Submitted,New,0,0.00
EVT017717,REQ006565,2025-12-12 12:16,SVC010,AGY006,CH002,Submitted,New,0,0.00
EVT017718,REQ006243,2025-12-12 12:19,SVC009,AGY001,CH002,Resolved,Resolved,54926,22.89
EVT017719,REQ003345,2025-12-12 12:21,SVC006,AGY005,CH001,Assigned,In Progress,6433,2.48
EVT017720,REQ008948,2025-12-12 12:29,SVC009,AGY001,CH001,Submitted,New,0,0.00
EVT017721,REQ008452,2025-12-12 12:45,SVC002,AGY001,CH003,Assigned,In Progress,6429,2.48
EVT017722,REQ002371,2025-12-12 12:47,SVC002,AGY001,CH001,Resolved,Closed,242340,94.42
EVT017723,REQ008948,2025-12-12 12:48,SVC009,AGY001,CH001,Assigned,In Progress,1167,0.45
EVT017724,REQ004782,2025-12-12 12:55,SVC010,AGY006,CH001,Assigned,In Progress,3242,3.75
EVT017725,REQ009705,2025-12-12 13:02,SVC005,AGY004,CH002,Assigned,In Progress,4473,1.73
EVT017726,REQ006565,2025-12-12 13:15,SVC010,AGY006,CH002,Assigned,In Progress,3562,1.37
EVT017727,REQ006067,2025-12-12 14:09,SVC003,AGY006,CH002,Submitted,New,0,0.00
EVT017728,REQ000907,2025-12-12 14:46,SVC001,AGY003,CH001,Submitted,New,0,0.00
EVT017729,REQ004442,2025-12-12 14:47,SVC006,AGY005,CH002,Resolved,Resolved,128643,133.33
EVT017730,REQ004051,2025-12-12 14:50,SVC007,AGY007,CH002,StatusChanged,In Progress,65439,16.30
EVT017731,REQ007775,2025-12-12 14:59,SVC011,AGY002,CH004,Submitted,New,0,0.00
EVT017732,REQ001662,2025-12-12 15:28,SVC002,AGY001,CH005,Submitted,New,0,0.00
EVT017733,REQ000943,2025-12-12 15:31,SVC001,AGY003,CH002,Submitted,New,0,0.00
EVT017734,REQ006067,2025-12-12 15:49,SVC003,AGY006,CH002,Assigned,In Progress,6022,2.32
EVT017735,REQ006321,2025-12-12 15:49,SVC006,AGY005,CH002,Submitted,New,0,0.00
EVT017736,REQ000943,2025-12-12 15:51,SVC001,AGY003,CH002,Assigned,In Progress,1210,0.47
EVT017737,REQ009128,2025-12-12 16:09,SVC007,AGY007,CH003,Resolved,Closed,273657,107.85
EVT017738,REQ000907,2025-12-12 16:25,SVC001,AGY003,CH001,Assigned,In Progress,5945,6.88
EVT017739,REQ007775,2025-12-12 16:25,SVC011,AGY002,CH004,Assigned,In Progress,5201,3.01
EVT017740,REQ006089,2025-12-12 16:34,SVC002,AGY001,CH005,Submitted,New,0,0.00
EVT017741,REQ003615,2025-12-12 16:41,SVC002,AGY001,CH005,Submitted,New,0,0.00
EVT017742,REQ004302,2025-12-12 17:18,SVC006,AGY005,CH002,Submitted,New,0,0.00
EVT017743,REQ005855,2025-12-12 17:21,SVC003,AGY006,CH001,Escalated,In Progress,193030,75.61
EVT017744,REQ001662,2025-12-12 17:25,SVC002,AGY001,CH005,Assigned,In Progress,7058,2.72
EVT017745,REQ006478,2025-12-12 17:31,SVC010,AGY006,CH001,Resolved,Resolved,73182,29.93
EVT017746,REQ006321,2025-12-12 17:34,SVC006,AGY005,CH002,Assigned,In Progress,6302,2.43
EVT017747,REQ001010,2025-12-12 17:37,SVC010,AGY006,CH002,Submitted,New,0,0.00
EVT017748,REQ002685,2025-12-12 17:48,SVC004,AGY002,CH001,Submitted,New,0,0.00
EVT017749,REQ001010,2025-12-12 17:53,SVC010,AGY006,CH002,Assigned,In Progress,999,0.39
EVT017750,REQ003615,2025-12-12 18:03,SVC002,AGY001,CH005,Assigned,In Progress,4946,1.14
EVT017751,REQ006089,2025-12-12 18:23,SVC002,AGY001,CH005,Assigned,In Progress,6557,2.53
EVT017752,REQ002685,2025-12-12 18:25,SVC004,AGY002,CH001,Assigned,In Progress,2225,0.86
EVT017753,REQ004302,2025-12-12 18:25,SVC006,AGY005,CH002,Assigned,In Progress,4060,2.35
EVT017754,REQ004782,2025-12-12 18:36,SVC010,AGY006,CH001,Resolved,Closed,20458,27.43
EVT017755,REQ002992,2025-12-12 18:57,SVC001,AGY003,CH002,Submitted,New,0,0.00
EVT017756,REQ002566,2025-12-12 19:15,SVC004,AGY002,CH001,Escalated,In Progress,88522,35.40
EVT017757,REQ002245,2025-12-12 19:23,SVC003,AGY006,CH002,Submitted,New,0,0.00
EVT017758,REQ009863,2025-12-12 19:24,SVC004,AGY002,CH001,Submitted,New,0,0.00
EVT017759,REQ002905,2025-12-12 19:32,SVC002,AGY001,CH002,StatusChanged,In Progress,75522,30.04
EVT017760,REQ009863,2025-12-12 20:06,SVC004,AGY002,CH001,Assigned,In Progress,2571,1.49
EVT017761,REQ001629,2025-12-12 20:16,SVC011,AGY002,CH002,Resolved,Resolved,95324,56.15
EVT017762,REQ005939,2025-12-12 20:26,SVC011,AGY002,CH002,Submitted,New,0,0.00
EVT017763,REQ007959,2025-12-12 20:46,SVC011,AGY002,CH002,Submitted,New,0,0.00
EVT017764,REQ000228,2025-12-12 20:51,SVC009,AGY001,CH001,Resolved,Closed,68811,71.25
EVT017765,REQ002992,2025-12-12 20:55,SVC001,AGY003,CH002,Assigned,In Progress,7128,4.12
EVT017766,REQ002245,2025-12-12 21:13,SVC003,AGY006,CH002,Assigned,In Progress,6640,1.54
EVT017767,REQ005939,2025-12-12 21:19,SVC011,AGY002,CH002,Assigned,In Progress,3218,1.86
EVT017768,REQ007695,2025-12-12 21:34,SVC006,AGY005,CH005,Submitted,New,0,0.00
EVT017769,REQ001672,2025-12-12 21:58,SVC008,AGY008,CH003,Submitted,New,0,0.00
EVT017770,REQ003345,2025-12-12 21:59,SVC006,AGY005,CH001,StatusChanged,New,34693,15.87
EVT017771,REQ003739,2025-12-12 22:36,SVC009,AGY001,CH004,Submitted,New,0,0.00
EVT017772,REQ007959,2025-12-12 22:36,SVC011,AGY002,CH002,Assigned,In Progress,6647,2.56
EVT017773,REQ004286,2025-12-12 22:46,SVC002,AGY001,CH004,Submitted,New,0,0.00
EVT017774,REQ007695,2025-12-12 22:51,SVC006,AGY005,CH005,Assigned,In Progress,4622,1.78
EVT017775,REQ008888,2025-12-12 23:00,SVC003,AGY006,CH003,Resolved,Resolved,150539,205.28
EVT017776,REQ002043,2025-12-12 23:03,SVC004,AGY002,CH002,Escalated,In Progress,185845,109.83
EVT017777,REQ005402,2025-12-12 23:13,SVC007,AGY007,CH002,Resolved,Resolved,202010,80.05
EVT017778,REQ007173,2025-12-12 23:14,SVC004,AGY002,CH005,Resolved,Closed,185054,73.01
EVT017779,REQ001672,2025-12-12 23:18,SVC008,AGY008,CH003,Assigned,In Progress,4853,1.87
EVT017780,REQ009003,2025-12-12 23:30,SVC003,AGY006,CH004,Resolved,Resolved,185563,73.12
EVT017781,REQ005944,2025-12-12 23:37,SVC004,AGY002,CH005,Resolved,Resolved,387552,90.88
EVT017782,REQ008893,2025-12-12 23:57,SVC012,AGY004,CH001,Resolved,Resolved,226686,88.12
EVT017783,REQ003739,2025-12-12 23:58,SVC009,AGY001,CH004,Assigned,In Progress,4928,1.90
EVT017784,REQ004286,2025-12-13 00:02,SVC002,AGY001,CH004,Assigned,In Progress,4581,2.65
EVT017785,REQ003394,2025-12-13 01:23,SVC004,AGY002,CH005,Resolved,Resolved,107900,43.82
EVT017786,REQ003382,2025-12-13 01:39,SVC009,AGY001,CH001,Escalated,In Progress,52061,34.04
EVT017787,REQ009812,2025-12-13 02:21,SVC009,AGY001,CH005,Resolved,Closed,185282,44.36
EVT017788,REQ004868,2025-12-13 03:02,SVC004,AGY002,CH002,Resolved,Closed,54462,34.93
EVT017789,REQ000984,2025-12-13 03:21,SVC004,AGY002,CH003,Resolved,Resolved,122809,29.90
EVT017790,REQ005054,2025-12-13 03:54,SVC009,AGY001,CH005,Escalated,In Progress,225317,88.83
EVT017791,REQ007959,2025-12-13 04:14,SVC011,AGY002,CH002,StatusChanged,In Progress,20281,10.39
EVT017792,REQ007816,2025-12-13 04:23,SVC003,AGY006,CH001,Resolved,Resolved,375949,87.40
EVT017793,REQ003382,2025-12-13 06:07,SVC009,AGY001,CH001,Resolved,Resolved,16067,43.33
EVT017794,REQ001662,2025-12-13 06:24,SVC002,AGY001,CH005,Resolved,Resolved,46702,20.74
