RequestId,DateKey,ServiceId,AgencyId,ChannelId,SLAId,CitizenSegment,SubmittedDateTime,ResolvedDateTime,Status,Priority,AssignedTeam,ResolutionHours,IsSLABreached,BacklogFlag
REQ005539,20260405,SVC007,AGY007,CH002,SLA027,Business User,2026-04-05 09:48,,In Progress,High,Health Service Desk,,False,True
REQ005540,20251001,SVC009,AGY001,CH003,SLA034,Visitor,2025-10-01 12:21,2025-10-02 09:34,Resolved,Normal,Citizen Portal Team,21.23,False,False
REQ005541,20250724,SVC005,AGY004,CH002,SLA018,Resident,2025-07-24 14:44,2025-07-26 00:34,Closed,Normal,Mobility Response Team,33.84,False,False
REQ005542,20250609,SVC005,AGY004,CH003,SLA018,Visitor,2025-06-09 17:47,2025-06-10 14:13,Resolved,Normal,Mobility Response Team,20.45,False,False
REQ005543,20251125,SVC004,AGY002,CH003,SLA014,Resident,2025-11-25 12:04,,In Progress,Normal,Case Operations Team,,False,True
REQ005544,20260330,SVC008,AGY008,CH005,SLA030,Caregiver,2026-03-30 09:06,2026-04-01 16:28,Resolved,Normal,Workforce Case Team,55.37,False,False
REQ005545,20251203,SVC004,AGY002,CH002,SLA014,Visitor,2025-12-03 10:37,2025-12-04 11:24,Closed,Normal,Case Operations Team,24.80,False,False
REQ005546,20260304,SVC001,AGY003,CH002,SLA002,Visitor,2026-03-04 14:24,,Pending Citizen,Normal,Licensing Review Team,,False,True
REQ005547,20250803,SVC006,AGY005,CH003,SLA023,Visitor,2025-08-03 10:10,2025-08-05 16:54,Resolved,High,Housing Assistance Team,54.74,False,False
REQ005548,20260129,SVC001,AGY003,CH001,SLA003,Caregiver,2026-01-29 12:49,2026-01-31 09:04,Closed,High,Licensing Review Team,44.25,False,False
REQ005549,20260327,SVC008,AGY008,CH005,SLA030,Senior,2026-03-27 09:30,2026-03-28 23:59,Resolved,Normal,Workforce Case Team,38.49,False,False
REQ005550,20251023,SVC003,AGY006,CH001,SLA010,Business User,2025-10-23 15:49,2025-10-25 23:25,Resolved,Normal,Grant Operations Team,55.61,False,False
REQ005551,20250820,SVC010,AGY006,CH004,SLA038,Caregiver,2025-08-20 12:11,,In Progress,Normal,Grant Operations Team,,False,True
REQ005552,20250817,SVC008,AGY008,CH003,SLA030,Caregiver,2025-08-17 10:35,2025-08-23 18:19,Resolved,Normal,Workforce Case Team,151.75,True,False
REQ005553,20250804,SVC002,AGY001,CH004,SLA008,Community Partner,2025-08-04 12:31,2025-08-06 10:18,Resolved,Urgent,Citizen Portal Team,45.79,True,False
REQ005554,20251231,SVC012,AGY004,CH002,SLA046,Resident,2025-12-31 11:03,2026-01-02 07:06,Resolved,Normal,Mobility Response Team,44.06,False,False
REQ005555,20251006,SVC009,AGY001,CH002,SLA034,Visitor,2025-10-06 18:40,2025-10-07 22:12,Resolved,Normal,Citizen Portal Team,27.54,False,False
REQ005556,20260412,SVC004,AGY002,CH001,SLA014,Visitor,2026-04-12 20:27,2026-04-13 16:56,Resolved,Normal,Case Operations Team,20.50,False,False
REQ005557,20251111,SVC011,AGY002,CH005,SLA042,Resident,2025-11-11 18:31,,In Progress,Normal,Case Operations Team,,False,True
REQ005558,20250702,SVC005,AGY004,CH003,SLA018,Community Partner,2025-07-02 11:39,,In Progress,Normal,Mobility Response Team,,False,True
REQ005559,20251129,SVC006,AGY005,CH001,SLA023,Business User,2025-11-29 09:44,2025-12-01 12:19,Closed,High,Housing Assistance Team,50.59,False,False
REQ005560,20251205,SVC012,AGY004,CH005,SLA046,Senior,2025-12-05 12:44,2025-12-11 05:25,Resolved,Normal,Mobility Response Team,136.69,True,False
REQ005561,20260511,SVC006,AGY005,CH001,SLA022,Resident,2026-05-11 13:18,2026-05-12 22:26,Resolved,Normal,Housing Assistance Team,33.13,False,False
REQ005562,20260421,SVC005,AGY004,CH003,SLA018,Caregiver,2026-04-21 21:52,2026-04-24 14:39,Resolved,Normal,Mobility Response Team,64.79,False,False
REQ005563,20260110,SVC007,AGY007,CH001,SLA028,Business User,2026-01-10 10:18,2026-01-11 11:47,Resolved,Urgent,Health Service Desk,25.49,True,False
REQ005564,20260511,SVC003,AGY006,CH002,SLA010,Resident,2026-05-11 10:25,2026-05-12 21:47,Resolved,Normal,Grant Operations Team,35.37,False,False
REQ005565,20260105,SVC002,AGY001,CH001,SLA006,Caregiver,2026-01-05 10:39,2026-01-06 21:29,Resolved,Normal,Citizen Portal Team,34.85,False,False
REQ005566,20260522,SVC004,AGY002,CH002,SLA014,Caregiver,2026-05-22 17:12,2026-05-24 09:58,Resolved,Normal,Case Operations Team,40.77,False,False
REQ005567,20260327,SVC004,AGY002,CH001,SLA014,Community Partner,2026-03-27 20:21,,New,Normal,Case Operations Team,,False,True
REQ005568,20251123,SVC002,AGY001,CH002,SLA006,Senior,2025-11-23 11:17,,Pending Citizen,Normal,Citizen Portal Team,,False,True
REQ005569,20260526,SVC002,AGY001,CH001,SLA005,Caregiver,2026-05-26 08:52,2026-05-28 01:18,Resolved,Low,Citizen Portal Team,40.44,False,False
REQ005570,20260527,SVC001,AGY003,CH001,SLA002,Business User,2026-05-27 10:06,2026-06-02 06:30,Resolved,Normal,Licensing Review Team,140.41,True,False
REQ005571,20250926,SVC003,AGY006,CH004,SLA010,Business User,2025-09-26 07:03,,In Progress,Normal,Grant Operations Team,,False,True
REQ005572,20251010,SVC005,AGY004,CH001,SLA017,Business User,2025-10-10 11:00,2025-10-11 10:34,Closed,Low,Mobility Response Team,23.58,False,False
REQ005573,20250614,SVC002,AGY001,CH005,SLA006,Senior,2025-06-14 21:38,2025-06-15 19:26,Closed,Normal,Citizen Portal Team,21.81,False,False
REQ005574,20250722,SVC009,AGY001,CH005,SLA034,Visitor,2025-07-22 09:27,,New,Normal,Citizen Portal Team,,False,True
REQ005575,20251104,SVC001,AGY003,CH004,SLA002,Business User,2025-11-04 08:44,2025-11-08 10:05,Resolved,Normal,Licensing Review Team,97.36,True,False
REQ005576,20250718,SVC007,AGY007,CH002,SLA026,Visitor,2025-07-18 13:20,2025-07-21 09:23,Resolved,Normal,Health Service Desk,68.06,True,False
REQ005577,20251120,SVC010,AGY006,CH003,SLA038,Visitor,2025-11-20 19:48,2025-11-23 03:03,Resolved,Normal,Grant Operations Team,55.27,False,False
REQ005578,20250707,SVC002,AGY001,CH002,SLA006,Community Partner,2025-07-07 09:52,,In Progress,Normal,Citizen Portal Team,,False,True
REQ005579,20251216,SVC003,AGY006,CH002,SLA011,Caregiver,2025-12-16 20:41,,In Progress,High,Grant Operations Team,,False,True
REQ005580,20260127,SVC012,AGY004,CH001,SLA046,Caregiver,2026-01-27 19:07,2026-01-29 16:36,Resolved,Normal,Mobility Response Team,45.49,False,False
REQ005581,20251117,SVC005,AGY004,CH002,SLA017,Resident,2025-11-17 18:23,2025-11-18 21:14,Resolved,Low,Mobility Response Team,26.85,False,False
REQ005582,20250816,SVC004,AGY002,CH003,SLA013,Caregiver,2025-08-16 15:55,2025-08-20 18:58,Resolved,Low,Case Operations Team,99.06,False,False
REQ005583,20250904,SVC004,AGY002,CH003,SLA014,Community Partner,2025-09-04 09:57,2025-09-06 22:52,Closed,Normal,Case Operations Team,60.93,False,False
REQ005584,20251023,SVC003,AGY006,CH003,SLA010,Community Partner,2025-10-23 18:48,2025-10-26 07:09,Resolved,Normal,Grant Operations Team,60.35,False,False
REQ005585,20260430,SVC006,AGY005,CH002,SLA023,Community Partner,2026-04-30 20:08,2026-05-05 10:12,Resolved,High,Housing Assistance Team,110.08,True,False
REQ005586,20250918,SVC003,AGY006,CH003,SLA010,Caregiver,2025-09-18 12:53,2025-09-23 22:29,Closed,Normal,Grant Operations Team,129.61,True,False
REQ005587,20251216,SVC004,AGY002,CH002,SLA015,Senior,2025-12-16 16:37,2025-12-18 07:44,Resolved,High,Case Operations Team,39.13,False,False
REQ005588,20260409,SVC006,AGY005,CH002,SLA022,Community Partner,2026-04-09 10:18,2026-04-11 08:28,Resolved,Normal,Housing Assistance Team,46.17,False,False
REQ005589,20260306,SVC010,AGY006,CH005,SLA038,Visitor,2026-03-06 16:03,2026-03-07 18:19,Resolved,Normal,Grant Operations Team,26.27,False,False
REQ005590,20260517,SVC001,AGY003,CH003,SLA002,Caregiver,2026-05-17 10:53,,New,Normal,Licensing Review Team,,False,True
REQ005591,20251127,SVC006,AGY005,CH003,SLA022,Senior,2025-11-27 17:30,2025-11-30 23:45,Resolved,Normal,Housing Assistance Team,78.26,False,False
REQ005592,20250627,SVC005,AGY004,CH003,SLA019,Community Partner,2025-06-27 14:00,,New,High,Mobility Response Team,,False,True
REQ005593,20250627,SVC009,AGY001,CH003,SLA034,Community Partner,2025-06-27 20:09,2025-06-28 16:39,Resolved,Normal,Citizen Portal Team,20.51,False,False
REQ005594,20250602,SVC003,AGY006,CH001,SLA010,Community Partner,2025-06-02 09:19,2025-06-03 19:47,Closed,Normal,Grant Operations Team,34.48,False,False
REQ005595,20260507,SVC006,AGY005,CH001,SLA023,Caregiver,2026-05-07 10:27,2026-05-09 16:39,Resolved,High,Housing Assistance Team,54.20,False,False
REQ005596,20250902,SVC012,AGY004,CH002,SLA047,Community Partner,2025-09-02 09:09,2025-09-03 00:51,Resolved,High,Mobility Response Team,15.70,False,False
REQ005597,20250808,SVC007,AGY007,CH004,SLA026,Resident,2025-08-08 21:19,2025-08-10 07:53,Resolved,Normal,Health Service Desk,34.58,False,False
REQ005598,20250607,SVC006,AGY005,CH001,SLA022,Community Partner,2025-06-07 14:47,2025-06-15 19:43,Resolved,Normal,Housing Assistance Team,196.94,True,False
REQ005599,20251024,SVC001,AGY003,CH001,SLA002,Caregiver,2025-10-24 08:48,2025-10-30 05:52,Resolved,Normal,Licensing Review Team,141.08,True,False
REQ005600,20260318,SVC004,AGY002,CH001,SLA014,Senior,2026-03-18 16:59,2026-03-19 18:11,Resolved,Normal,Case Operations Team,25.21,False,False
REQ005601,20260115,SVC006,AGY005,CH003,SLA023,Community Partner,2026-01-15 22:31,2026-01-18 08:58,Resolved,High,Housing Assistance Team,58.46,False,False
REQ005602,20251207,SVC004,AGY002,CH005,SLA014,Community Partner,2025-12-07 14:57,2025-12-09 02:17,Resolved,Normal,Case Operations Team,35.34,False,False
REQ005603,20260401,SVC001,AGY003,CH001,SLA002,Community Partner,2026-04-01 09:41,,In Progress,Normal,Licensing Review Team,,False,True
REQ005604,20260202,SVC002,AGY001,CH001,SLA006,Community Partner,2026-02-02 17:35,2026-02-05 00:48,Closed,Normal,Citizen Portal Team,55.22,False,False
REQ005605,20260520,SVC004,AGY002,CH002,SLA013,Resident,2026-05-20 18:16,2026-05-25 12:32,Resolved,Low,Case Operations Team,114.28,False,False
REQ005606,20250602,SVC004,AGY002,CH001,SLA014,Community Partner,2025-06-02 15:39,2025-06-08 11:10,Resolved,Normal,Case Operations Team,139.53,True,False
REQ005607,20260410,SVC006,AGY005,CH003,SLA023,Resident,2026-04-10 18:19,2026-04-12 16:25,Resolved,High,Housing Assistance Team,46.11,False,False
REQ005608,20260126,SVC005,AGY004,CH001,SLA019,Visitor,2026-01-26 16:54,2026-01-27 20:18,Resolved,High,Mobility Response Team,27.41,False,False
REQ005609,20260127,SVC001,AGY003,CH001,SLA002,Business User,2026-01-27 15:37,2026-01-28 08:40,Resolved,Normal,Licensing Review Team,17.06,False,False
REQ005610,20251023,SVC004,AGY002,CH002,SLA015,Visitor,2025-10-23 20:23,,Pending Citizen,High,Case Operations Team,,False,True
REQ005611,20250911,SVC003,AGY006,CH001,SLA010,Community Partner,2025-09-11 10:39,,Pending Citizen,Normal,Grant Operations Team,,False,True
REQ005612,20260305,SVC002,AGY001,CH001,SLA006,Business User,2026-03-05 10:31,2026-03-06 04:17,Closed,Normal,Citizen Portal Team,17.77,False,False
REQ005613,20250813,SVC010,AGY006,CH002,SLA038,Community Partner,2025-08-13 22:40,2025-08-14 16:29,Resolved,Normal,Grant Operations Team,17.83,False,False
REQ005614,20251111,SVC005,AGY004,CH001,SLA018,Resident,2025-11-11 12:02,2025-11-13 22:46,Resolved,Normal,Mobility Response Team,58.74,False,False
REQ005615,20250721,SVC001,AGY003,CH001,SLA002,Visitor,2025-07-21 20:22,2025-07-23 13:38,Resolved,Normal,Licensing Review Team,41.27,False,False
REQ005616,20251008,SVC010,AGY006,CH002,SLA038,Community Partner,2025-10-08 14:52,2025-10-11 21:03,Resolved,Normal,Grant Operations Team,78.19,False,False
REQ005617,20260519,SVC006,AGY005,CH003,SLA023,Resident,2026-05-19 15:22,2026-05-20 21:39,Closed,High,Housing Assistance Team,30.29,False,False
REQ005618,20260223,SVC011,AGY002,CH001,SLA043,Business User,2026-02-23 12:50,2026-02-23 21:58,Resolved,High,Case Operations Team,9.14,False,False
REQ005619,20251201,SVC011,AGY002,CH001,SLA042,Community Partner,2025-12-01 17:13,2025-12-03 11:09,Resolved,Normal,Case Operations Team,41.94,False,False
REQ005620,20260329,SVC004,AGY002,CH001,SLA014,Business User,2026-03-29 16:00,2026-03-31 11:07,Closed,Normal,Case Operations Team,43.12,False,False
REQ005621,20260317,SVC003,AGY006,CH003,SLA010,Resident,2026-03-17 12:50,2026-03-19 16:09,Resolved,Normal,Grant Operations Team,51.32,False,False
REQ005622,20260324,SVC012,AGY004,CH004,SLA046,Senior,2026-03-24 20:45,2026-03-27 20:58,Resolved,Normal,Mobility Response Team,72.23,False,False
REQ005623,20260110,SVC001,AGY003,CH004,SLA001,Resident,2026-01-10 10:43,2026-01-13 02:20,Resolved,Low,Licensing Review Team,63.62,False,False
REQ005624,20260509,SVC001,AGY003,CH003,SLA002,Caregiver,2026-05-09 15:01,2026-05-11 14:24,Resolved,Normal,Licensing Review Team,47.40,False,False
REQ005625,20260226,SVC004,AGY002,CH001,SLA014,Caregiver,2026-02-26 09:31,2026-03-06 11:57,Resolved,Normal,Case Operations Team,194.44,True,False
REQ005626,20260108,SVC006,AGY005,CH001,SLA023,Senior,2026-01-08 11:39,,New,High,Housing Assistance Team,,False,True
REQ005627,20251212,SVC008,AGY008,CH003,SLA030,Caregiver,2025-12-12 11:05,2025-12-14 18:28,Closed,Normal,Workforce Case Team,55.39,False,False
REQ005628,20250711,SVC006,AGY005,CH004,SLA022,Resident,2025-07-11 13:40,2025-07-14 02:02,Resolved,Normal,Housing Assistance Team,60.38,False,False
REQ005629,20260225,SVC009,AGY001,CH003,SLA035,Caregiver,2026-02-25 11:02,2026-02-27 01:55,Resolved,High,Citizen Portal Team,38.89,False,False
REQ005630,20251122,SVC009,AGY001,CH002,SLA034,Caregiver,2025-11-22 11:35,2025-11-23 03:53,Resolved,Normal,Citizen Portal Team,16.31,False,False
REQ005631,20250725,SVC002,AGY001,CH001,SLA006,Business User,2025-07-25 16:12,2025-07-26 23:40,Resolved,Normal,Citizen Portal Team,31.48,False,False
REQ005632,20250627,SVC008,AGY008,CH001,SLA030,Community Partner,2025-06-27 11:53,2025-06-30 05:41,Resolved,Normal,Workforce Case Team,65.81,False,False
REQ005633,20251201,SVC005,AGY004,CH005,SLA018,Senior,2025-12-01 19:40,2025-12-02 07:34,Resolved,Normal,Mobility Response Team,11.90,False,False
REQ005634,20250826,SVC010,AGY006,CH001,SLA038,Visitor,2025-08-26 14:30,2025-08-28 00:05,Resolved,Normal,Grant Operations Team,33.59,False,False
REQ005635,20250731,SVC006,AGY005,CH001,SLA022,Senior,2025-07-31 11:04,2025-08-01 10:31,Resolved,Normal,Housing Assistance Team,23.45,False,False
REQ005636,20250906,SVC009,AGY001,CH001,SLA035,Senior,2025-09-06 14:29,2025-09-08 07:34,Resolved,High,Citizen Portal Team,41.09,False,False
REQ005637,20260108,SVC009,AGY001,CH002,SLA034,Community Partner,2026-01-08 20:50,2026-01-14 18:14,Closed,Normal,Citizen Portal Team,141.41,True,False
REQ005638,20250728,SVC012,AGY004,CH001,SLA047,Senior,2025-07-28 11:58,2025-07-29 18:09,Resolved,High,Mobility Response Team,30.19,False,False
REQ005639,20250602,SVC006,AGY005,CH002,SLA022,Business User,2025-06-02 11:54,2025-06-04 21:44,Resolved,Normal,Housing Assistance Team,57.84,False,False
REQ005640,20260304,SVC010,AGY006,CH001,SLA038,Resident,2026-03-04 14:58,2026-03-07 20:05,Resolved,Normal,Grant Operations Team,77.13,False,False
REQ005641,20260228,SVC009,AGY001,CH002,SLA036,Visitor,2026-02-28 16:39,2026-03-01 10:33,Closed,Urgent,Citizen Portal Team,17.90,False,False
REQ005642,20250714,SVC003,AGY006,CH001,SLA010,Senior,2025-07-14 21:25,2025-07-15 10:58,Resolved,Normal,Grant Operations Team,13.56,False,False
REQ005643,20260504,SVC001,AGY003,CH001,SLA001,Resident,2026-05-04 19:57,2026-05-12 05:24,Closed,Low,Licensing Review Team,177.45,True,False
REQ005644,20250716,SVC010,AGY006,CH001,SLA039,Business User,2025-07-16 11:45,2025-07-20 20:35,Resolved,High,Grant Operations Team,104.85,True,False
REQ005645,20260106,SVC004,AGY002,CH005,SLA014,Senior,2026-01-06 16:25,2026-01-09 03:43,Resolved,Normal,Case Operations Team,59.31,False,False
REQ005646,20250611,SVC009,AGY001,CH003,SLA035,Caregiver,2025-06-11 22:49,2025-06-12 22:42,Resolved,High,Citizen Portal Team,23.89,False,False
REQ005647,20260522,SVC003,AGY006,CH001,SLA010,Senior,2026-05-22 19:42,2026-05-24 04:00,Resolved,Normal,Grant Operations Team,32.31,False,False
REQ005648,20260512,SVC006,AGY005,CH003,SLA023,Community Partner,2026-05-12 09:09,2026-05-17 21:50,Resolved,High,Housing Assistance Team,132.69,True,False
REQ005649,20250706,SVC004,AGY002,CH002,SLA014,Visitor,2025-07-06 11:09,2025-07-08 08:03,Resolved,Normal,Case Operations Team,44.91,False,False
REQ005650,20260512,SVC006,AGY005,CH003,SLA022,Business User,2026-05-12 13:50,2026-05-15 04:53,Closed,Normal,Housing Assistance Team,63.05,False,False
REQ005651,20250907,SVC007,AGY007,CH003,SLA025,Community Partner,2025-09-07 14:48,2025-09-11 09:00,Closed,Low,Health Service Desk,90.21,False,False
REQ005652,20250804,SVC009,AGY001,CH003,SLA035,Resident,2025-08-04 21:22,2025-08-05 20:12,Closed,High,Citizen Portal Team,22.84,False,False
REQ005653,20260120,SVC011,AGY002,CH002,SLA042,Visitor,2026-01-20 08:13,2026-01-22 19:52,Resolved,Normal,Case Operations Team,59.66,False,False
REQ005654,20260102,SVC004,AGY002,CH003,SLA014,Senior,2026-01-02 11:05,2026-01-04 11:18,Closed,Normal,Case Operations Team,48.22,False,False
REQ005655,20250624,SVC004,AGY002,CH002,SLA015,Business User,2025-06-24 11:08,,In Progress,High,Case Operations Team,,False,True
REQ005656,20260318,SVC005,AGY004,CH003,SLA018,Community Partner,2026-03-18 20:37,2026-03-21 09:44,Resolved,Normal,Mobility Response Team,61.12,False,False
REQ005657,20260125,SVC011,AGY002,CH001,SLA043,Senior,2026-01-25 11:14,2026-01-27 02:43,Resolved,High,Case Operations Team,39.49,False,False
REQ005658,20250811,SVC001,AGY003,CH001,SLA002,Caregiver,2025-08-11 14:57,,Pending Citizen,Normal,Licensing Review Team,,False,True
REQ005659,20250601,SVC001,AGY003,CH005,SLA002,Visitor,2025-06-01 16:45,2025-06-06 03:18,Closed,Normal,Licensing Review Team,106.56,True,False
REQ005660,20260530,SVC003,AGY006,CH003,SLA010,Caregiver,2026-05-30 10:35,2026-06-02 10:15,Resolved,Normal,Grant Operations Team,71.68,False,False
REQ005661,20260118,SVC005,AGY004,CH001,SLA019,Resident,2026-01-18 10:58,2026-01-20 01:13,Closed,High,Mobility Response Team,38.25,False,False
REQ005662,20251111,SVC003,AGY006,CH002,SLA010,Caregiver,2025-11-11 14:49,2025-11-13 07:46,Resolved,Normal,Grant Operations Team,40.96,False,False
REQ005663,20250731,SVC012,AGY004,CH001,SLA046,Caregiver,2025-07-31 10:14,2025-08-04 06:22,Resolved,Normal,Mobility Response Team,92.13,True,False
REQ005664,20250804,SVC001,AGY003,CH001,SLA001,Community Partner,2025-08-04 08:48,2025-08-07 01:04,Resolved,Low,Licensing Review Team,64.27,False,False
REQ005665,20250614,SVC006,AGY005,CH002,SLA023,Resident,2025-06-14 11:41,2025-06-18 02:22,Resolved,High,Housing Assistance Team,86.69,True,False
REQ005666,20250803,SVC008,AGY008,CH001,SLA030,Caregiver,2025-08-03 14:16,2025-08-06 06:19,Resolved,Normal,Workforce Case Team,64.06,False,False
REQ005667,20260527,SVC001,AGY003,CH004,SLA002,Caregiver,2026-05-27 11:52,2026-05-28 03:42,Resolved,Normal,Licensing Review Team,15.85,False,False
REQ005668,20260219,SVC004,AGY002,CH001,SLA014,Business User,2026-02-19 16:05,,New,Normal,Case Operations Team,,False,True
REQ005669,20251215,SVC009,AGY001,CH002,SLA033,Caregiver,2025-12-15 17:31,2025-12-21 22:35,Resolved,Low,Citizen Portal Team,149.08,True,False
REQ005670,20251127,SVC011,AGY002,CH003,SLA041,Business User,2025-11-27 18:38,2025-11-29 13:42,Resolved,Low,Case Operations Team,43.07,False,False
REQ005671,20250722,SVC006,AGY005,CH001,SLA022,Community Partner,2025-07-22 18:50,2025-07-25 16:17,Closed,Normal,Housing Assistance Team,69.46,False,False
REQ005672,20251025,SVC010,AGY006,CH003,SLA039,Caregiver,2025-10-25 10:17,2025-10-26 02:24,Resolved,High,Grant Operations Team,16.13,False,False
REQ005673,20250924,SVC011,AGY002,CH002,SLA042,Visitor,2025-09-24 15:46,2025-09-27 01:33,Resolved,Normal,Case Operations Team,57.80,False,False
REQ005674,20260225,SVC001,AGY003,CH001,SLA002,Caregiver,2026-02-25 21:15,2026-02-27 01:49,Resolved,Normal,Licensing Review Team,28.58,False,False
REQ005675,20250617,SVC004,AGY002,CH004,SLA014,Business User,2025-06-17 10:00,,In Progress,Normal,Case Operations Team,,False,True
REQ005676,20251204,SVC012,AGY004,CH002,SLA046,Business User,2025-12-04 19:31,2025-12-06 01:13,Resolved,Normal,Mobility Response Team,29.71,False,False
REQ005677,20260309,SVC006,AGY005,CH001,SLA022,Resident,2026-03-09 15:59,2026-03-12 12:49,Resolved,Normal,Housing Assistance Team,68.85,False,False
REQ005678,20250825,SVC012,AGY004,CH004,SLA047,Senior,2025-08-25 16:24,2025-08-27 08:45,Resolved,High,Mobility Response Team,40.35,False,False
REQ005679,20260124,SVC006,AGY005,CH002,SLA022,Caregiver,2026-01-24 21:54,2026-01-26 05:22,Resolved,Normal,Housing Assistance Team,31.47,False,False
REQ005680,20251115,SVC002,AGY001,CH005,SLA006,Community Partner,2025-11-15 11:28,2025-11-17 22:59,Resolved,Normal,Citizen Portal Team,59.53,False,False
REQ005681,20250703,SVC005,AGY004,CH001,SLA019,Visitor,2025-07-03 11:20,2025-07-05 00:47,Closed,High,Mobility Response Team,37.46,False,False
REQ005682,20251126,SVC009,AGY001,CH002,SLA035,Caregiver,2025-11-26 17:35,,In Progress,High,Citizen Portal Team,,False,True
REQ005683,20260210,SVC008,AGY008,CH003,SLA030,Community Partner,2026-02-10 09:33,2026-02-16 08:41,Resolved,Normal,Workforce Case Team,143.14,True,False
REQ005684,20260222,SVC004,AGY002,CH002,SLA013,Business User,2026-02-22 10:04,2026-02-25 20:36,Resolved,Low,Case Operations Team,82.54,False,False
REQ005685,20250805,SVC001,AGY003,CH004,SLA002,Resident,2025-08-05 16:29,2025-08-06 21:12,Resolved,Normal,Licensing Review Team,28.72,False,False
REQ005686,20251009,SVC010,AGY006,CH001,SLA038,Resident,2025-10-09 18:40,2025-10-12 05:36,Resolved,Normal,Grant Operations Team,58.94,False,False
REQ005687,20260323,SVC011,AGY002,CH001,SLA041,Caregiver,2026-03-23 12:47,2026-03-28 00:57,Resolved,Low,Case Operations Team,108.17,False,False
REQ005688,20260410,SVC002,AGY001,CH001,SLA006,Business User,2026-04-10 14:16,2026-04-16 07:53,Closed,Normal,Citizen Portal Team,137.62,True,False
REQ005689,20250627,SVC010,AGY006,CH001,SLA039,Business User,2025-06-27 16:08,2025-07-01 04:24,Resolved,High,Grant Operations Team,84.27,True,False
REQ005690,20260211,SVC001,AGY003,CH003,SLA003,Caregiver,2026-02-11 10:00,2026-02-16 03:44,Resolved,High,Licensing Review Team,113.74,True,False
REQ005691,20260220,SVC007,AGY007,CH001,SLA026,Senior,2026-02-20 17:39,2026-02-22 00:13,Resolved,Normal,Health Service Desk,30.57,False,False
REQ005692,20250717,SVC001,AGY003,CH004,SLA001,Resident,2025-07-17 09:50,2025-07-18 18:55,Resolved,Low,Licensing Review Team,33.10,False,False
REQ005693,20260526,SVC001,AGY003,CH003,SLA002,Visitor,2026-05-26 10:18,2026-05-28 20:27,Resolved,Normal,Licensing Review Team,58.15,False,False
REQ005694,20251119,SVC006,AGY005,CH002,SLA022,Visitor,2025-11-19 09:15,2025-11-21 17:13,Resolved,Normal,Housing Assistance Team,55.97,False,False
REQ005695,20260221,SVC006,AGY005,CH004,SLA023,Visitor,2026-02-21 14:09,2026-02-24 03:05,Resolved,High,Housing Assistance Team,60.95,False,False
REQ005696,20260212,SVC008,AGY008,CH003,SLA030,Business User,2026-02-12 09:07,2026-02-17 05:08,Resolved,Normal,Workforce Case Team,116.03,True,False
REQ005697,20260416,SVC002,AGY001,CH002,SLA006,Caregiver,2026-04-16 17:34,2026-04-17 17:15,Resolved,Normal,Citizen Portal Team,23.69,False,False
REQ005698,20251230,SVC002,AGY001,CH001,SLA008,Community Partner,2025-12-30 19:28,2026-01-01 13:54,Closed,Urgent,Citizen Portal Team,42.44,True,False
REQ005699,20250715,SVC005,AGY004,CH001,SLA018,Caregiver,2025-07-15 18:43,2025-07-18 07:55,Resolved,Normal,Mobility Response Team,61.20,False,False
REQ005700,20260116,SVC012,AGY004,CH001,SLA046,Caregiver,2026-01-16 10:33,2026-01-18 15:15,Resolved,Normal,Mobility Response Team,52.71,False,False
REQ005701,20251113,SVC009,AGY001,CH005,SLA033,Senior,2025-11-13 17:47,2025-11-15 02:01,Closed,Low,Citizen Portal Team,32.24,False,False
REQ005702,20250912,SVC004,AGY002,CH005,SLA014,Senior,2025-09-12 19:18,2025-09-14 10:52,Resolved,Normal,Case Operations Team,39.58,False,False
REQ005703,20260105,SVC011,AGY002,CH001,SLA042,Caregiver,2026-01-05 17:50,2026-01-06 19:16,Resolved,Normal,Case Operations Team,25.45,False,False
REQ005704,20260130,SVC009,AGY001,CH003,SLA034,Business User,2026-01-30 19:19,2026-02-01 20:15,Resolved,Normal,Citizen Portal Team,48.94,False,False
REQ005705,20260211,SVC004,AGY002,CH003,SLA014,Senior,2026-02-11 19:52,2026-02-14 06:26,Resolved,Normal,Case Operations Team,58.57,False,False
REQ005706,20251207,SVC006,AGY005,CH001,SLA022,Senior,2025-12-07 10:10,2025-12-15 09:12,Closed,Normal,Housing Assistance Team,191.04,True,False
REQ005707,20250612,SVC003,AGY006,CH001,SLA011,Caregiver,2025-06-12 20:46,2025-06-17 02:15,Resolved,High,Grant Operations Team,101.50,True,False
REQ005708,20251207,SVC009,AGY001,CH005,SLA034,Community Partner,2025-12-07 16:45,2025-12-09 01:08,Resolved,Normal,Citizen Portal Team,32.40,False,False
REQ005709,20250927,SVC001,AGY003,CH001,SLA002,Senior,2025-09-27 15:23,2025-09-29 21:31,Closed,Normal,Licensing Review Team,54.14,False,False
REQ005710,20251128,SVC009,AGY001,CH002,SLA033,Business User,2025-11-28 21:25,2025-11-30 17:17,Resolved,Low,Citizen Portal Team,43.87,False,False
REQ005711,20260129,SVC010,AGY006,CH005,SLA038,Senior,2026-01-29 15:53,,In Progress,Normal,Grant Operations Team,,False,True
REQ005712,20260514,SVC012,AGY004,CH003,SLA047,Resident,2026-05-14 14:39,2026-05-15 05:16,Resolved,High,Mobility Response Team,14.63,False,False
